Text,Sentiment
dalam misi untuk #kaburajadulu https://t.co/eOMBM1s8VY,netral
Slow livin Indonesia jangan sampai seperti jepang yg 87% penduduknya hidup di kota. Skr di Indonesia rasio desa kota 60:40. Masih bisa diintervensi pemerintah dari desa bisa langsung #KaburAjaDulu ke LN buat study atau kerja. Gk perlu transit ke kota dulu Koperasi &amp; Sekolah,positif
@reyreyhan__ #KaburAjaDulu,netral
beberapa tahun setelah #kaburajadulu,netral
@threadbcn #KaburAjaDulu,netral
@agil_y Welookk #KaburAjaDulu,netral
@eyefulroses #KaburAjaDulu,netral
apa kita #KaburAjaDulu ke irlandia ya,netral
@detikcom #KaburAjaDulu lebih merdeka kita d negara orang dr pd d negara sendiri krn Pancasila sudah d ganti dgn ini https://t.co/gmn1tnEnmc,negatif
@mstrz2202 pake tutor ini #KaburAjaDulu,netral
Sejak starmer sama macron mengeluarkan statement abu2 soal ikutan perang ukr-rus beberapa teman gw disana lagi parnoan dan lagi berencana mau #KaburAjaDulu balik ke indo sementara. Warlok disana banyak yg marah dan kesal krna situasi jadi gk kondusif dan serba gk jelas. Takut,negatif
@tanyarlfes Kenape sih yg asbun² yg gak bermanfaat gini harus jadi viral atau heboh dimana² apalagi ini udah termasuk manner attitude biar sama orang lain itu gak kurang ajar apalagi sama orang yang lebih dewasa usia nya sehat² entertainment Indonesia #KaburAjaDulu,negatif
‍: Aku mau #KaburAjaDulu ‍: Ke mana? ‍: Ke Banten,netral
@mochaaargh #KaburAjaDulu,netral
#KaburAjaDulu mau deh,netral
@barengwarga Gitu kalo #KaburAjaDulu dibilangnya gak nasionalis,netral
@angelsdudde ingfokan #KaburAjadulu,netral
Temukan jawabannya dalam Jangan Sampai Kita Mengikuti Venezuela karya Bapak Mohammad Rezky Utama Dosen HI UII di Republika. https://t.co/i2Ut8bYcmI #IndonesiaGelap #KitaPeduli #KaburAjaDulu #IRUIIPublication #HIUII #HubunganInternasional #UniversitasIslamIndonesia,positif
@Saefullloh Aku yg pengen #KaburAjaDulu tpi masih belum tau gmna caranya buat nyari kesempatan nya nyesek beut liat ini aaaa,negatif
@dialogdinihari Banten tiba-tiba ngajak orang se-provinsi #KaburAjaDulu,positif
Kasus Mayapada menunjukkan kegagalan sistem hukum RI. Perlu komitmen &amp; aksi nyata utk memperbaiki sistem hukum dan menegakkan keadilan. #MayapadaCurang #UsutMayapada #viral #fyp #trend #kecurangan #kasus #DaruratPendidikan #berita #KaburAjaDulu #indonesiagelap #keadilan #fakta https://t.co/rwjtYCgez3,negatif
Kasus Mayapada menunjukkan kegagalan sistem hukum RI. Perlu komitmen &amp; aksi nyata utk memperbaiki sistem hukum dan menegakkan keadilan. #MayapadaCurang #UsutMayapada #viral #fyp #trend #kecurangan #kasus #DaruratPendidikan #berita #KaburAjaDulu #indonesiagelap #keadilan #fakta https://t.co/40IgPRvxqq,negatif
#KaburAjaDulu ke cilegon,netral
@violet_yyh @TERClPTA @juhjutsu @melaerdbeeren SS konten mbak @melaerdbeeren tanpa izin + bikin twit ngatain warga sini yg mau #kaburajadulu yg akhirnya bikin netizen ngehujat ke orang yg salah karena nyangka orang yg di SS adalah bu samidi padahal bukan.. kurleb begitu sih cmiiw,negatif
Contohnya seperti Eni perempuan PRT yang ingin #KaburAjaDulu tapi tidak mampu. https://t.co/hHO5QqfGLy,netral
#KaburAjaDulu jadi bentuk frustasi generasi muda karena menumpuknya rasa ketidakpuasan ekonomi kualitas hidup menurun kebijakan pemerintah yang tak memadai dan masa depan yang jauh dari harapan. https://t.co/9ta9anj1xV,negatif
Di tengah beberapa kejadian ke belakang muncul tren #KaburAjaDulu di X yang mengajak WNI kabur ke luar demi penghidupan lebih layak. https://t.co/wCVGOvU7Py,negatif
Rame-rame #KaburAjaDulu tapi bagaimana kalau kita enggak punya privilise buat kabur? https://t.co/BeBHhdSJzw,negatif
@DNuraztyoW Indonesia bisa membuat seperti ini asalkan ga ada korupsi... liat aja korupsi pertamina yg katanya bisa sampai 1000T. Soal tenaga ahli kita sudah ada...tinggal mau ga memanfaatkan mereka utk kebaikan bersama... jangan sampai mereka #KaburAjaDulu,positif
Bukan lagi #KaburAjaDulu tapi #HarusKabur,netral
Not Banten joining #kaburajadulu,netral
Akhirnya gw bisa #KaburAjaDulu,netral
Rilllll #kaburajadulu #kebanten vakkk,netral
#KaburAjaDulu dari Eropa,netral
Temenku yg udah #kaburajadulu dan kemudian commit mengabdi pada negara jadi kegocek,netral
@OkyakuShun @OkyakuHoshina #kaburajadulu,netral
gue mau ikut #KaburAjaDulu tapi malah ni provinsi keburu duluan bikin negara sendiri,negatif
Bagaimanapun juga pemerintah wajib mencari solusi atas PHK besar2an yg sedang terjadi di Indonesia saat ini. Ketika #KaburAjaDulu dianggap tdk memiliki jiwa nasionalisme Lalu apa yg negara sediakan agar nasionalisme rakyatnya semakin kuat mencintai negeri ini dan tdk berpikir https://t.co/UDJ69dbzRJ,negatif
OMG KEREN BANGET Warga banten duluan ngikut tren #KaburAjaDulu,negatif
kaq bloomiz joined the trenz aaamiin paling serius inimah dipikir2 malah kepikiran kenapa aku wni mau #kaburajadulu paspornya blm jadi but anywayyy sehat2 jg kak sekarr! &lt;3,negatif
fomo sama #KaburAjaDulu tapi kemana yaa,netral
@roseanneaprk Udah paling bener pas lebaran bikin paspor dan #kaburajadulu,positif
wen yifan ini beneran #KaburAjaDulu ya,positif
ᑭᖇIᑎᔕIᑭ ᗰIᑕKEY ᗷᗩᖇᑎEᔕ ᗩᗪᗩᒪᗩᕼ KITᗩ ᔕEᗰᑌᗩ TᗩᑭI ᗷEᗪᗩᑎYᗩ KITᗩ GIᑎI-GIᑎI ᗩᒍᗩᗩ #kaburajadulu https://t.co/Pw6t18a87W,netral
1 day access bars class di hari Minggu 9 Maret 2025. No experience needed. Langsung jadi praktisi dengan sertifikat Internasional jadi kalo mau #KaburAjaDulu ke mana gitu bs jadi skill tambahan. https://t.co/SOob3gxby7,netral
tapi ga #kaburajadulu ke banten sih,netral
@penaikhwan Mencoba bersih bersih tapi makin kotor Goblok #KaburAjaDulu,negatif
After this industry baja dan manufaktur senjata Jepang meningkat pesat. Kabar baik untuk warga +62 #kaburajadulu,negatif
AUTO Booyah Jumpheadshots M1887 #modalkorupsi #kaburajadulu https://t.co/h6H6uoWyCd,netral
enak nih agenda #KaburAjaDulu bisa naik kereta dari tanah abang,negatif
sampai harimau aja #KaburAjaDulu,netral
@mahirazzh Negara mana ya buat #kaburajadulu,netral
HAHAHAHAHAHAH GILANG LUCU BGT #KaburAjaDulu,negatif
Fist Class citizen (istilah LBP) sedang kumpul. #KaburAjaDulu,negatif
M1887 Jumpshot Booyah #modalpungli #kaburajadulu https://t.co/udiiIc0Mfe,netral
@CNNIndonesia #KaburAjaDulu,netral
im in #KaburAjaDulu,netral
@emngery Is this new? As in the response of #kaburajadulu?,negatif
#KaburAjaDulu #MagangAjaDulu Mahasiswa politeknik Makassar berkesempatan untuk magang di Jepang! Program ini bentuk kerja sama BPSDMI dan Morimitsu Industry yang menjadi langkah awal mahasiswa untuk berkembang lebih luas di dunia industri. #infoperin #jagaindustri #magang https://t.co/NYMHGCJrYw,positif
@jadisayaisi Udh paling bener #kaburajadulu,netral
@louvelywitch Ubur-ubur ikan lele #kaburajadulu leee,netral
@rfkhrskamly @dialogdinihari Lu bisa #KaburAjaDulu ke banten rumah gw terbuka untuk luhhh,netral
Info pintu Doraemon mau #KaburAjaDulu #IndonesiaGelapJilid2 #IndonesiaGelap,negatif
Ini Rata-rata Gaji Lulusan S1 di Indonesia Baca selengkapnya disini https://t.co/mxL5tayywv #kaburajadulu #kaburbarengbinamandiri #infokerjaluarnegeri #lokerluarnegeri,positif
giliran kemaren #kaburajadulu sama #IndonesiaGelap baru menanggapi,positif
️ Sandiaga Uno: Saya dulu #KaburAjaDulu di luar negeri! https://t.co/YOG9KR9u17,netral
Gas gilang #KaburAjaDulu,negatif
@a_kashara Merantau ajaa #KaburAjaDulu,netral
@primawansatrio As one of ex HR in Japanese company in Indonesia I would like to encourage everyone to take the opportunity to #KaburAjaDulu This one example of open position which from the salary itself show how to memanusiakan pekerja The requirement also doable rather than indo standard,negatif
mau #KaburAjaDulu tp udh terikat. didiemin tp nganggur sampai oktober. aku yg masih dijamin ortu aja rasanya ga enak bgt nganggur lama. apalagi yg jd tulang punggung keluarga dan udh terlanjur resign kasian banget...,negatif
Is there anyone who's able to help me escape? I can do anything have many skills and if I don't have it? I'm willing to learn and able to learn fast. Please be my investor/sponsor. I'm the only hope for my family. #help #KaburAjaDulu #helpme,negatif
Lelah banget ama bangsa ini udah bener kyknya #KaburAjaDulu,negatif
@KangManto123 @KejaksaanRI Omon tdk bisa dipercaya .. Para pejabat tolol n Aparat pemeras serta Koruptor dipelihara negara .. #KaburAjaDulu #KaburSajaDulu #IndonesiaGelap #GelapBanget #KabinetKoruptor #TarikDanaBankBUMN #BayarBayarBayar https://t.co/lJcV1FMJJJ,negatif
@kempanrb Kalo CPNS ikut RBB BUMN dan lolos seleksi atau #kaburajadulu dan dapet kerja di LN itu berarti ga bakal didenda kan? (Bertanya dengan nada sopan santun dan berbudi pekerti luhur ala gen Z),positif
Adek ini adalah buah hati dari #KaburAjaDulu versi anabul jumbo.,negatif
*Dawn of Change* #KaburAjaDulu Begini Cara Lurus ala Ramadhan untuk Tagar Viral ini. Baru-baru ini viral tagar #KaburAjaDulu. Bagaimana menyikapi tagar ini? Apakah harus kabur benaran? Temukan jawabannya dalam acara *Dawn of Change*. ️ *Jumat 7 Maret 2025* ⏰ *Pukul 03.00,negatif
@KompasTV ndasmu bukannya kite2 dbilang jgn balik lagi klo mau #KaburAjaDulu,netral
@naladelrey505 mff yak ak aslinyak dari jerman #KaburAjaDulu,netral
@democrazymedia Ngarepin yg #KaburAjaDulu ke shell petronas BP dll spbu non pertamina .. balik ke pertamina Klo gak bisa #PertaminaGelap nih artinya #IndonesiaGelap bener khan ?!,positif
#KaburAjaDulu dalam hal mencari jodoh gpp kali yee tapi kalo kerja tetep #bumn,negatif
@threadbcn Buat yang lain negara Kamboja itu dari segi apapun masih dibawah Indonesia.. Anda anda kalau #kaburajadulu kesana ya kemungkinan besar malah downgrade. Kalau mau tetep di asia tenggara: Singapura Malaysia Brunei Thailand ini negara overall lebih makmur. Better kesana.,negatif
mungkin gw ditakdirin buat #KaburAjaDulu kali ya,netral
@BarkahAkba24352 Ga gitu juga kali Saya memilih #berjuangajadulu kalau mentok baru #kaburajadulu,negatif
@oppenheimher @Lloyd11099 Suamiku lulusan SMK tapi bisa menghidupi aku dan anakku dgn sangat baik. Bahkan bisa bawa kami #KaburAjaDulu dari pemerintahan 02. Kesetaraan itu gak diliat dari pendidikan fisik dan penghasilan.,positif
terbaik memangg #VideoViral #busalsa #videolucu #KaburAjaDulu https://t.co/C9sfIkvBfA,netral
@Baksokejulawson Ya Allah bantu kami merealisasikan #KaburAjaDulu,negatif
claim 348 $PI network on https://t.co/lR2mgyzlfr Thank me later! #IndonesiaGelap #KaburAjaDulu #PayPayPay #japan #anime #tokyo #japanese #manga #art #jdm #love #photography #otaku #vietnam #saigon #hanoi #travel #vietnamtravel #vietnamese #travelphotography #danang #thailand,negatif
#paiza99 #linkgacor #viral #slotjp #indonesiagelap #kaburajadulu #bensinoplos #jakarta https://t.co/KrUxejh9OA,netral
#unovegas #linkgacor #viral #slotjp #indonesiagelap #kaburajadulu #bensinoplos #jakarta https://t.co/jBqUUwYEbb,netral
Jadi Azubi https://t.co/A8GJDDrYEo Anak Muda Indonesia Dilirik Banyak Perusahaan Jerman untuk Magang https://t.co/dt0XpRIQG8 #KaburAjaDulu,negatif
@escaparades Kalau ini saya juga ikutan #KaburAjaDulu. Anyway boleh temenan?,negatif
@NavieraStokes shit men kasi tau adeknya kak #KaburAjaDulu,negatif
@linkedclick Masih mau kabur tapi konteksnya beda #KaburAjaDulu,negatif
@Avverrosch Setuju sih! Tapi takut disusupi juga wkwk so yg mau memprakarsai silahkan.. Emang paling betul #KaburAjaDulu terus #tinggalincpns . Klo mentok sampe tmt baru deh pns opsi cadangan wkwk selama berjalan sambil liat peluang keluar negeri trus resign deh.Cape bgt sm boomers gblk,negatif
ayo gilang #KaburAjaDulu,positif
@threadbcn #kaburajadulu,netral
Dzolim banget pemerintahan sekarang lucu bgt Indonesiaku bener deh mending ikut #KaburajaDulu itu pilihan tepat kawan.,negatif
Gilang tuh lo diajak #KaburAjaDulu sama Jackson wkwkwkwk,positif
Kenapa ga #KaburAjaDulu biar ga jd beban negara,negatif
teman sharing #kaburajadulu aku disini goler2 dikasur sambil geser2 tiket,negatif
ges beneran deh #KaburAjaDulu benerann suwerrrrr,positif
#KaburAjaDulu gak nih. https://t.co/S9UIp2oRIj,netral
Yah gilang hilang sudah kesempatan buat #KaburAjaDulu bareng jackson,negatif
gapapa gilang kita #KaburAjaDulu,netral
@mayday_jy Gilang inilah saatnya #KaburAjaDulu,netral
#KaburAjaDulu kemana ya?,netral
@frukt0sa Butuh jodoh yg bisa ngajak #KaburAjaDulu.,negatif
@percnnt Hi kak thank for the GA Harapanku semoga sebongie makin bahagia makin sukses dan dimudahkan dalam apapun yg mereka ingin lakuin. Semoga stay OT13 Terus harapanku taun ini semoga cpt dapet kerja yg benefitnya bagus jadi bisa ngumpulin duit buat #KaburAjaDulu hehe,negatif
@threadbcn Wkwkwk kemen tereak #KaburAjaDulu Giliran gini aja hadeee,positif
Gilang apa luhk gak gemeter di rekrut langsung sama ownernya gas #KaburAjaDulu,negatif
Dk e word w usahakan bisa #KaburAjaDulu itu (kalo gak keburu kiamat kubro ni negara) wkwkwk https://t.co/86qERJeEQ4,negatif
@syongnenbase so do i tapi lagi #KaburAjaDulu,netral
@akusapas #KaburAjaDulu,netral
@V3g3L Orang bangun2 sendiri rumah2 sendiri tanah2 sendiri masih aja diPALAK kalo buntu gak bisa cari kerja mending #KaburAjaDulu mas preman coba ke somalia atau myanmar ngelamar jd live target,negatif
@matcha_chuchu inilah saatnya gilang #KaburAjaDulu,netral
@worksfess Buat temen2 yg lolos casn/cpns sambil nunggu oktober kita cari kerjaan diluar negeri dulu klo dapet tinggalin aja cpns nya gantian kita php in. Semoga jepang dll banyak ngelirik kita #KaburAjaDulu #tinggalincpns #IndonesiaGelap #IndonesiaGelapJilid2,negatif
Buat temen2 yg lolos casn/cpns sambil nunggu oktober kita cari kerjaan diluar negeri dulu klo dapet tinggalin aja cpns nya gantian kita php in. Semoga jepang dll banyak ngelirik kita #KaburAjaDulu #tinggalincpns #IndonesiaGelap #IndonesiaGelapJilid2,negatif
@KompasTV #KaburAjaDulu,netral
Buat temen2 yg lolos casn sambil nunggu oktober kita cari kerjaan diluar negeri dulu klo dapet tinggalin aja cpns nya gantian kita php in. Semoga jepang dll banyak ngelirik kita #KaburAjaDulu #tinggalincpns #IndonesiaGelap #IndonesiaGelapJilid2,negatif
#KaburAjaDulu ke German https://t.co/1kKH1NUfuc,netral
astaga mereka anggap enteng banget backout pdhal efeknya ke semua anak negeri #KaburAjaDulu,negatif
#KaburAjaDulu via jackson,netral
Bahaya Ikut Tren 'KaburAjaDulu' Tanpa Dipikir Matang Ini Solusi untuk Yang Ingin Kerja di Luar Negeri #KaburAjaDulu https://t.co/WFYCbVY0J8,negatif
@pigliapesci9 Buktinya dia ngepost opini dia tentang #KaburAjaDulu tpi ga ngebahas/singgung samsek tentang #IndonesiaGelap padahal ramai di saat yang bersamaan. Yah ntah mungkin malu kali sama mutual IGnya yang (mungkin) banyak WNA jepun wkwk,negatif
@mayday_jy It s time gilang #KaburAjaDulu,netral
Vibes yg mahalll. Makanya ogah fomo2an #KaburAjaDulu dr ABG labil yg kecewa bucin pertamanya diboongin trus keselnya k voters 02 https://t.co/aTEcTmZHaW,negatif
Tbh gw dulu backout dari #KaburAjaDulu &gt; Denger denger kerja nonshift pas di interview ngeshift. &gt; Ga ada belajar bahasa negara terkait jadi macem langsung kerja &gt; Babat alas alias baru gw doang &gt; Boleh sholat ga? Jumatan? Boleh tapi kelarin kerjaan dulu Akhirnya backout,positif
MAU KABUR KE VIETNAM? jika kalian sudah merasa resah dengan negeri konoha kalian bisa pertimbangkan Vietnam sebagai tempat untuk #kaburajadulu Gimana menurut kalian? Semoga bermanfaat! #pajakindonesia #pajakumkm #pajakkendaraan https://t.co/elHj1jmPZs,negatif
@kegblgnunfaedh Kalau nggak #kaburajadulu ya @merantauaja dulu,netral
Buat jadi pelajaran. Kalo mau #KaburAjaDulu itu bukan dimulai dari cari kerja. Tapi bebenah diri sendiri cari yg bener2 kita mau itu apa tanya pendapat keluarga gali semua hal yg ada dari diri sendiri dulu. Urusan cari kerja gw yakin semua bisa kok.,negatif
@txtdarisugab @Saefullloh Terlepas dari itu ambil hikmahnya. Persiapkan diri sendiri supaya amit2 gak sampe di tahap itu. Kita gak tau keseluruhan cerita jangan jumawa dulu keputusan #KaburAjaDulu itu emang berat.,negatif
Itulah kenapa di ranah private gw selalu mencoba ngasih pressure ke semua yg nanya via DM. Soal seberapa mateng sih mereka sebenernya mau dan BISA buat #KaburAjaDulu?,negatif
Legit why i stop responding or barely answer when someone ask me how to #kaburajadulu karena gk serius mereka dan kalau udh dikasitau abcde pasti udh gjdi atau ' liat aja nanti kalau udh 30thn ' ??? Stop asking,negatif
Astaga #KaburAjaDulu tuh bukan buat coba2 dan bukan buat fomo sama kaya SNMPTN atau SNBP buat seleksi PTN harus yakin ketika lolos ya 100% diambil kalo enggak ya rekan2 yg lain yg kena imbasnya jangan egois cuma pengen coba2 lah.,negatif
orang-orang sekitar gua ril pd mempersiapkan #KaburAjaDulu ‍️ bahkan temen gua FG anak SMA pun udah pelatihan untuk cabut ke jepang. sepupu gua abis balik dr jepang skrng lg pelatihan lpk korea. tetangga-tetangga gua yg seumur abang gua mostly cabut ke eropa,negatif
@_excelsus ayo gas #kaburajadulu,netral
@kumparan Gakheran kan banyak yang #kaburajadulu ke luar negeri karena di sana gak ada yg namanya korban bisa jadi tersangka hanya karena orang misqueen,negatif
@scorpidebtfree Cari kerjaan tempat lain aja kak Wkwk Pindah kota Mulai hidup baru #kaburajadulu,negatif
jgn banhh ini kita² aja pada mau #KaburAjaDulu,netral
dadah guys deluan ya #KaburAjaDulu https://t.co/BD5HpfihWb,negatif
lu mau #KaburAjaDulu? siap-siap berantem sama generasi kolot yang dikit dikit ceramah nasionalisme. tai anjing minta dilempar tai 50 liter kubik.,negatif
https://t.co/gq29LRmBlb Kembalinya Priyadi https://t.co/bqaCnMcujd #KaburAjaDulu,netral
Things getting heated Haruskah #kaburajadulu dari Europe.,netral
@blisonny Semua masa punya orgnya dan setiap org punya masanya...sejarah ditulis olh mereka yg berkuasa...#KaburAjaDulu setidaknya lbh baik dr @YaqutCQoumas atau mantan ketua KPK yg entah ada dimana dan kpn wkt yg tepat unt mengeksekusinya,negatif
#KaburAjaDulu with @septembrekid https://t.co/lRMN3O6bL1,netral
Aslinya sempet guyon #KaburAjaDulu di kantor tapi malah dibilang jangan sama temen kantor,negatif
lagi lagi di sby jancokkk kapan aku bisa #KaburAjaDulu,netral
Makanya profesional lah klen semua. Yang mau kabur profesional yang mau rekrut atau bantu rekrut juga profesional. Ga boleh ada bias sedikitpun termasuk: 1) pengen kabur karena bias terhadap pemerintah semata untuk para pihak yg #kaburajadulu; dan,negatif
Hai sobat pers! Lagi kepikiran buat hidup lebih layak di luar negeri? Tren #KaburAjaDulu lagi rame nih jadi bentuk curhatan sekaligus keinginan buat nyari peluang baru di luar negeri. Penasaran negara mana aja yang bisa jadi pilihan? Yuk simak selengkapnya di postingan ini! https://t.co/Z5ZjhPA1fM,negatif
Makanya #KaburAjaDulu gue ketawain semangat di hashtag doang kejadian mah gak bakalan. Selama lu masih sibuk soal homesick jauh dari keluarga makanan halal dan haram dan hal2 remeh lain lu gak bakalan kemana mana,negatif
Plis lah. Kalo mau #KaburAjaDulu pikir mateng2 semua pros-consnya. Jangan udah keterima baru mikir keluarga gimana akomodasi gimana dll akhirnya mundur Bisa pengaruh ke chance orang yg bener2 serius amit2 kalo sampe di-blacklist company luar,negatif
@ILCTalkshow #KaburAjaDulu,netral
#KaburAjaDulu ke india???? https://t.co/RtQOtfvcPK,netral
Beasiswa Luar Negeri Bulan Maret 2025 Yang punya cita-cita buat #kaburajadulu bisa coba apply beasiswa luar negeri ini Bestie! Share ke scholarship hunters lainnya yukk https://t.co/JSKnktMwcv,positif
Pemerintah belum menegaskan untuk menahan orang-orang yang #KaburAjaDulu tapi selalu ada orang-orang yang mempersulit keadaan orang lain.,negatif
Bukan #KaburAjaDulu! Fahmi Mahasiswa UNIKOM Pilih Selamatkan 8.000 Warga dari Krisis Kesehatan #UNICS - UNIKOM Inspirational &amp; Creative Student Di usia 21 tahun Fahmi Saeful Bahri Sudrajat mahasiswa Ilmu Pemerintahan UNIKOM telah membantu lebih dari 8.000 warga mendapatkan https://t.co/ubQDCqDc13,positif
scandal Maya pada indonesia yang menyiasati nasabahnya sendiri demi keuntungan pribadi #scandal #masukfyp #indonesiagelap #indonesiamaju #tedsioung #kaburajadulu #beranda #tiktokviral #berita #untukmu #breakingnews #mayapada #mayapadacurang #fyppppppppppppppppppppppp https://t.co/Z3jre1j6KY,negatif
Is there any advice for me to get accepted abroad? Especially Malaysia! I m tired of Indonesia company having too many qualifications but not getting paid enough #KaburAjaDulu #CareerOpportunities,netral
Sepakat. Tanpa niat gatekeeping soal #KaburAjaDulu saat kita memutuskan untuk merantau identitas yang kita bawa itu bukan hanya identitas pribadi. Klo ke luar kota ya kita turut membawa identitas kota asal. Klo ke luar negeri ya suka ga suka kita bawa nama Indonesia.,negatif
Ini antara gw #kaburajadulu atau nikah si keknya,negatif
Saranku #kaburajadulu mrene wae sih @Pradnand,negatif
Bali? #KaburAjaDulu,netral
Siapa ya kmren yang bilang Luvi itu menerapkan #kaburajadulu,netral
@Bang_Ramzan Yg jelas mindset para pejabat dan petinggi dinegri ini hrs dirubah sih.. Kalo ga bisa juga yah rakyat hrs bersatu melawan atau tidak #KaburAjaDulu.,negatif
@V3g3L Makanya mas kalau sempat #KaburAjaDulu,netral
#KaburAjaDulu https://t.co/qQDnDKU9ti,netral
Mau #KaburAjaDulu tp cuma 2 minggu https://t.co/SMw09W9pWP,netral
#KaburAjaDulu ke Germany...,netral
Kalo bisa milih Dulu pas lahir pengen nego kewarganegaraan #KaburAjaDulu https://t.co/donlgqoTd6,positif
@Ricksanchezit @Hoampaz kan @Ricksanchezit #KaburAjaDulu ke Jepang,netral
@Saefullloh Apalagi dari baca chat itu Another Indonesian backout apa ini kejadian bukan untuk pertama kali kak? Bener bener keterlaluan sih kalo gitu. #KaburAjaDulu itu a desperate cry last resort tapi kalo masih dipake buat cuma cek ombak bener bener keterlaluan banget sih.,negatif
@Saefullloh Mau ada justifikasi apapun dari itu kandidat tetep gk bisa ngehapus konsekuensi dari backout ini bakal berpengaruh besar buat temen temen lain yg banting tulang nanggung resiko dan weighing decision buat #KaburAjaDulu Lama lama kandidat Indonesia bakal di blacklist.,negatif
@txtdrimedia #SEMAKINYAKIN #KABURAJADULU,netral
@detikcom Masih percaya dgn hukum di Indonesia? Bener2 mending #KaburAjaDulu,negatif
@disposhition its giving #KaburAjaDulu ke australia lg otw part time at locals coffeeshop a lowkey menengah ke atas individual very independent living alone with a cat a hopeless romantic but looks like he doesn t care abt it he/they pronouns.,positif
@sweaterjooy #kaburajadulu,netral
@perupadata Yang mau #KaburAjaDulu makin dipersulit prosesnya,positif
@txtdrimedia Ini contoh kalau rakyat NKRI itu semuanya maling dan koruptor kalau ada kesempatan. Jadi gak usah besar mulut bilang NKRI harga mati. Negara ini sangat tidak baik-baik saja sudah diambang kehancuran. Kalau gak mau ikut jadi maling dan hancur #KaburAjaDulu.,negatif
@spamofluci #KaburAjaDulu,netral
@psis_semarangg @tukin_dosenASN Stay strong bang... Ternyata kau dosen ya berat sekali jadi dosen di Indonesia sptnya. Turut bersedih mendengarnya. Telkom aja pasang Indihome kalo gak nyampe 1thn dicabut kena penalty. Berasa ngontrak kita tinggal dimari bikin hidup segan #KaburAjaDulu tak mampu.,negatif
Lagi rame #KaburAjaDulu jalur tubel katanya. Minaya diajarin nulis NIP di excel ga pake ' aja deh. Udah males sekolah hehe,negatif
RUU Kejaksaan Mendadak Disahkan? Berarti Akan Ada UU Referendum Kemerdekaan Pulau Mulyono Nantinya... #KaburAjaDulu,positif
@BetaEpsilonPhi Saran yang sudah terpilih #KaburAjaDulu ke negara @ASEAN,negatif
@najaemiao memang sudah saatnya #KaburAjaDulu,netral
@that9024 YASSS andai bisa menetap kan #KaburAjaDulu,positif
Tanda-tanda Bubarnya Indonesia : RUU Kejaksaan &amp; UU Referendum Kemerdekaan Pulau Mulyono akan disahkan. #IndonesiaGelapJilid2 #IndonesiaBubar #KaburAjaDulu,netral
#KaburAjaDulu untuk recharge?,netral
apa gua pindah ke bali aja ya atau sekalian #KaburAjaDulu ke Jerman or Jepang?,negatif
jack w yg chindo asli aja mo #kaburajadulu anjay,negatif
@Dennysiregar7 KKN lebih masif dimana mana fakta bila ORDAL penentu Tidak salah bila ada #KaburAjaDulu dan #Indonesiagelap Ujung ujungnya jadi GARONG BERJAMAAH https://t.co/PuntBdvROy,negatif
Waduh2 jadi yg mana nih contoh bisnis yg bersih di Indonesia #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 https://t.co/ODbx1d8AlE,positif
Modalin gue buat #KaburAjaDulu dong sudah emuakak sekali di sini,netral
kalau lagi kaya gini kepengen #KaburAjaDulu but it/'s not about this country,negatif
atp gw gpp belum bisa #kaburajadulu as long i did not live in sby T____T,positif
@pandji Sebagai sesama klan Husein saya siap #KaburAjaDulu mengikuti jejak pendahulu ke Leiden.,netral
@txttransportasi im so envy. ap mending #KaburAjaDulu ke sg aj y?,negatif
INDONESIA IS NOT ON THE ANIMATE ELIGIBLE PHONE NUMBER #KaburAjaDulu https://t.co/O3PxF3TrRX,negatif
Ternyata tante gue mendukung gue buat #KaburAjaDulu wkwk,positif
Kenapa #KaburAjaDulu kenceng? Ya salah satunya karena di sini jabatan nggak pakai meritokrasi. Percuma lu nempuh pendidikan sampai tinggi riset sana-sini dan menekuni keahlian bidang lu karena ujung-ujungnya bakal kalah sama model beginian.,negatif
@TheCurut007 #KaburAjaDulu #IndonesiaGelapJilid2,netral
Pagi semuanya... Iya gak ? #KaburAjaDulu https://t.co/h3pbrPXIe5,negatif
#KaburAjaDulu ke UK yuk...,positif
Lah kita aja mau #KaburAjaDulu,netral
Perjuangan gw adl melawan fasis dr kelompok manapun wkwkwk.... Jgn smp naik. Klo gak ya gw ikutan #kaburajadulu,negatif
Mayapada Group Diduga Terlibat Kasus Korupsi Besar Sebesar Rp 426 Miliar Mengungkap Kegagalan Sistem Hukum RI dlm Menegakkan Keadilan &amp; Transparansi pd Kasus Mayapada Group #MayapadaCurang #UsutMayapada #viral #fyp #trend #kecurangan #berita #KaburAjaDulu #kasus #keadilan #fakta https://t.co/9ifeE8ubOT,negatif
@TxtfromJee_ Ayo bikin komunitas pejuang #KaburAjaDulu,negatif
@bacottetangga__ Kyknya gua skrg punya alasan buat #KaburAjaDulu sebabnya bukan karena ekonomi tp karena standar ketampanan di konoha,negatif
@GeiszChalifah Kirain sudah ikutan #KaburAjaDulu Man Yaman Betah banget ya lu di Indo?,negatif
klo jdi pengusaha dh bisa #KaburAjaDulu itu mah,negatif
